0,-5.523467
0.5,-5.523467
1,-5.523467
1.5,-5.523467
2,-5.269869
2.5,-5.000429
3,-4.730767
3.5,-4.460896
4,-4.190826
4.5,-3.920569
5,-3.650137
5.5,-3.379542
6,-3.108797
6.5,-2.837912
7,-2.5669
7.5,-2.295773
8,-2.024544
8.5,-1.753223
9,-1.481824
9.5,-1.210358
10,-0.938838
10.5,-0.667276
11,-0.395684
11.5,-0.124074
12,0.147542
12.5,0.228585
13,0.237896
13.5,0.243589
14,0.250157
14.5,0.256953
15,0.262912
15.5,0.269778
16,0.276905
16.5,0.283902
17,0.290339
17.5,0.297781
18,0.305272
18.5,0.312453
19,0.319841
19.5,0.32744
20,0.335616
20.5,0.342813
21,0.351418
21.5,0.359197
22,0.367752
22.5,0.375444
23,0.384391
23.5,0.392881
24,0.401866
24.5,0.409677
25,0.419552
25.5,0.428146
26,0.437445
26.5,0.44643
27,0.456017
27.5,0.465219
28,0.474855
28.5,0.4846
29,0.494215
29.5,0.504421
30,0.513868
30.5,0.524204
31,0.534476
31.5,0.544443
32,0.554449
32.5,0.56515
33,0.575177
33.5,0.585877
34,0.596197
34.5,0.607409
35,0.618136
35.5,0.629179
36,0.639977
36.5,0.651649
37,0.66217
37.5,0.673294
38,0.68488
38.5,0.696177
39,0.707388
39.5,0.719337
40,0.730711
40.5,0.742117
41,0.753789
41.5,0.766107
42,0.777714
42.5,0.78956
43,0.801481
43.5,0.81387
44,0.825639
44.5,0.838137
45,0.850096
45.5,0.862723
46,0.874932
46.5,0.887076
47,0.900029
47.5,0.912303
48,0.92455
48.5,0.937274
49,0.950352
49.5,0.962696
50,0.975252
50.5,0.988454
51,1.001178
51.5,1.013946
52,1.026745
52.5,1.039958
53,1.05272
53.5,1.065671
54,1.078487
54.5,1.09183
55,1.104661
55.5,1.117852
56,1.130727
56.5,1.144226
57,1.157101
57.5,1.170568
58,1.183909
58.5,1.196816
59,1.209935
59.5,1.223569
60,1.236449
60.5,1.249974
61,1.263315
61.5,1.276716
62,1.28979
62.5,1.303277
63,1.316291
63.5,1.329881
64,1.34346
64.5,1.356469
65,1.36995
65.5,1.383577
66,1.396509
66.5,1.409789
67,1.422769
67.5,1.436271
68,1.449621
68.5,1.462362
69,1.475923
69.5,1.488773
70,1.502475
70.5,1.515606
71,1.528776
71.5,1.541462
72,1.555022
72.5,1.567355
73,1.580399
73.5,1.593698
74,1.606525
74.5,1.619395
75,1.632226
75.5,1.645411
76,1.657808
76.5,1.670731
77,1.683285
77.5,1.696491
78,1.708561
78.5,1.721804
79,1.73381
79.5,1.746868
80,1.758596
80.5,1.771209
81,1.783376
81.5,1.79607
82,1.808134
82.5,1.820242
83,1.832295
83.5,1.844396
84,1.855515
84.5,1.868029
85,1.879897
85.5,1.892117
86,1.90412
86.5,1.915776
87,1.927111
87.5,1.938213
88,1.950151
88.5,1.961171
89,1.973048
89.5,1.983965
90,1.995804
90.5,2.006634
91,2.017534
91.5,2.028493
92,2.039453
92.5,2.05026
93,2.060899
93.5,2.071565
94,2.08215
94.5,2.092431
95,2.103026
95.5,2.113105
96,2.123147
96.5,2.133123
97,2.143294
97.5,2.15301
98,2.162943
98.5,2.172354
99,2.182623
99.5,2.191481
100,2.20048
100.5,2.210102
101,2.219405
101.5,2.228176
102,2.236838
102.5,2.246487
103,2.25528
103.5,2.26367
104,2.272446
104.5,2.280967
105,2.289232
105.5,2.297498
106,2.30566
106.5,2.313595
107,2.32134
107.5,2.328927
108,2.336937
108.5,2.343651
109,2.35171
109.5,2.358587
110,2.366033
110.5,2.37234
111,2.38004
111.5,2.386537
112,2.393457
112.5,2.399633
113,2.406043
113.5,2.412512
114,2.418748
114.5,2.424529
115,2.430673
115.5,2.436317
116,2.441962
116.5,2.447623
117,2.452623
117.5,2.458403
118,2.463223
118.5,2.468434
119,2.473146
119.5,2.478091
120,2.482797
120.5,2.487244
121,2.491635
121.5,2.495621
122,2.500072
122.5,2.504046
123,2.507663
123.5,2.511447
124,2.514993
124.5,2.518545
125,2.521315
125.5,2.52479
126,2.527702
126.5,2.530435
127,2.532836
127.5,2.535943
128,2.538112
128.5,2.540297
129,2.542547
129.5,2.544628
130,2.546217
130.5,2.548115
131,2.549969
131.5,2.551145
132,2.552322
132.5,2.553731
133,2.554767
133.5,2.555276
134,2.556041
134.5,2.556876
135,2.557315
135.5,2.557385
136,2.557781
136.5,2.557651
137,2.558003
137.5,2.556952
138,2.557033
138.5,2.556865
139,2.555656
139.5,2.554328
140,2.554051
140.5,2.55282
141,2.5514
141.5,2.550354
142,2.548646
142.5,2.546792
143,2.545122
143.5,2.542888
144,2.541576
144.5,2.538578
145,2.536512
145.5,2.53398
146,2.531443
146.5,2.528651
147,2.525739
147.5,2.522606
148,2.519786
148.5,2.515812
149,2.512873
149.5,2.509479
150,2.505445
150.5,2.501509
151,2.497627
151.5,2.493772
152,2.489093
152.5,2.484961
153,2.480482
153.5,2.47602
154,2.470896
154.5,2.46601
155,2.461076
155.5,2.45574
